2.05522117	4.05061584	48.73242676
3.05522117	4.05061584	48.77241879
4.05522117	4.05061584	48.80597306
5.05522117	4.05061584	48.83461749
6.05522117	4.05061584	48.86518045
7.05522117	4.05061584	48.87223104
8.05522117	4.05061584	48.90713343
9.05522117	4.05061584	48.90536508
10.05522117	4.05061584	48.93557532
-1.94477883	5.05061584	48.62070998
-0.94477883	5.05061584	48.61887922
0.05522117	5.05061584	48.63692237
1.05522117	5.05061584	48.65351609
2.05522117	5.05061584	48.68364552
3.05522117	5.05061584	48.73121000
4.05522117	5.05061584	48.78672851
5.05522117	5.05061584	48.82502512
6.05522117	5.05061584	48.86237063
7.05522117	5.05061584	48.89030561
8.05522117	5.05061584	48.89952380
9.05522117	5.05061584	48.89451499
10.05522117	5.05061584	48.89887674
-1.94477883	6.05061584	48.58654510
-0.94477883	6.05061584	48.61431724
0.05522117	6.05061584	48.63801598
1.05522117	6.05061584	48.66943689
2.05522117	6.05061584	48.71048853
3.05522117	6.05061584	48.74970461
4.05522117	6.05061584	48.77159788
5.05522117	6.05061584	48.77088722
6.05522117	6.05061584	48.76334595
7.05522117	6.05061584	48.81850518
8.05522117	6.05061584	48.82408645
9.05522117	6.05061584	48.87191392
10.05522117	6.05061584	48.87141972
-1.94477883	7.05061584	48.37936783
-0.94477883	7.05061584	48.37936783
0.05522117	7.05061584	48.37936783
1.05522117	7.05061584	48.37936783
2.05522117	7.05061584	48.55177455
3.05522117	7.05061584	48.61251356
4.05522117	7.05061584	48.69111829
5.05522117	7.05061584	48.74018105
6.05522117	7.05061584	48.77671449
7.05522117	7.05061584	48.81622233
8.05522117	7.05061584	48.87021214
9.05522117	7.05061584	48.86256125
10.05522117	7.05061584	48.87139063
-1.94477883	8.05061584	48.47292765
-0.94477883	8.05061584	48.56316892
0.05522117	8.05061584	48.60409525
1.05522117	8.05061584	48.63268500
2.05522117	8.05061584	48.68063693
3.05522117	8.05061584	48.70865788
4.05522117	8.05061584	48.74566056
5.05522117	8.05061584	48.77417487
6.05522117	8.05061584	48.80481575
7.05522117	8.05061584	48.81677123
8.05522117	8.05061584	48.83000934
9.05522117	8.05061584	48.83362690
10.05522117	8.05061584	48.84532735
-1.94477883	9.05061584	48.42980649
-0.94477883	9.05061584	48.45065812
0.05522117	9.05061584	48.53488781
1.05522117	9.05061584	48.57919063
2.05522117	9.05061584	48.62585934
3.05522117	9.05061584	48.67639309
4.05522117	9.05061584	48.72061598
5.05522117	9.05061584	48.76204544
6.05522117	9.05061584	48.79411501
7.05522117	9.05061584	48.82117705
8.05522117	9.05061584	48.84303313
9.05522117	9.05061584	48.85508760
10.05522117	9.05061584	48.85581102
-1.94477883	10.05061584	48.46946177
-0.94477883	10.05061584	48.54290068
0.05522117	10.05061584	48.58227014
1.05522117	10.05061584	48.64227029
2.05522117	10.05061584	48.68763116
3.05522117	10.05061584	48.72436230
4.05522117	10.05061584	48.76107307
5.05522117	10.05061584	48.78744347
6.05522117	10.05061584	48.81375295
7.05522117	10.05061584	48.83157771
8.05522117	10.05061584	48.84425718
9.05522117	10.05061584	48.84270211
10.05522117	10.05061584	48.84443538
